ID,Oku_Text,English_NIV_Equivalent
206,Ghon-εyfεl nə wè nεεy kenəə kε εysake báà beeme ge é nεεy ε kechii εybam.,Your disciples are doing what is unlawful on the Sabbath.
207,"ηwaale-Feyine suuye ge: “Mε koηe ge wel yε chame wel əblee, chia nyam se yε taηle mε so.”","For I tell you: 'I desire mercy, not sacrifice.'"
208,Ke lu dî bek ge Wanwel lu Báàba ə kechii εybam.,For the Son of Man is Lord of the Sabbath.
209,Jesus nεy lòò se fo è ndu se ngay εyjem yε ntεk fo.,"Going on from that place, he went into their synagogue,"
210,Nè lu dî nε wel əblee lu fo nε keghoo ə wene kuomen.,and a man with a shriveled hand was there.
211,Ke lε lu ε titiy ge wel chuk wel ε kechii εybam-a?,Is it lawful to heal on the Sabbath?
212,Wele mesoη lε báà se chia bvəy njiε-a?,How much more valuable is a person than a sheep!
213,Εysake dì dine ge ke jofe se nεεyε njuη ε kechii εybam.,Therefore it is lawful to do good on the Sabbath.
214,Əb nate ke me kase bonen è me se lu kεn ka kelee.,"He stretched it out and it was completely restored, just as sound as the other."
215,"Vin lu wel εyfεl nə mε wε mε nè choken, vi wε mε koηen, nε gese lu wen wε mε saηlen bek wen.","Here is my servant whom I have chosen, the one I love, in whom I delight;"
216,Mε nêy tinse Keyioy ə kom se wen é əb ye fekte se əbtume ka mε nêy sak ghene.,"I will put my Spirit on him, and he will proclaim justice to the nations."
217,Satan lε lòò è yε jume Satan ke fene ke dine ge əb giabsenmen ngeη ə wen giabsen.,"If Satan drives out Satan, he is divided against himself. How then can his kingdom stand?"
218,dì foo Keyioy ə Feyin əbtaawe ge mε yε jum εyfim so.,"But if it is by the Spirit of God that I drive out demons,"
219,Kii nê kine lu se din ge εysak ə Feyine shi ε ghεne məm.,then the kingdom of God has come upon you.
220,Naa ndε wε əb báà se lu ghese wen lu nε əb noo mε noon,"Whoever is not with me is against me, and whoever does not gather with me scatters."
221,Dî nε wel tεy Keyioy Kelanené é Feyine jia yî lεyse se wen.,but blasphemy against the Spirit will not be forgiven.
222,Kenəə kε ke fəyen ε wel əbchio lu kε ke lunen ε wen εytem.,For the mouth speaks what the heart is full of.
223,"Fekak fejuηe fejime koom əmtam əmjuη, nε fekak febee fejime koom əmtam əmbee.","Make a tree good and its fruit will be good, or make a tree bad and its fruit will be bad."
224,Wanwel náà chii ε məme ntiε se əbchii əbtal.,the Son of Man will be three days and three nights in the heart of the earth.
225,Naa ndε wε əb nεεyen kenəə kε Ba ə wom wε əb luun ε εyyio kεηen lu lumse ə wom.,For whoever does the will of my Father in heaven is my brother and sister and mother.
256,Jesus fəy se ndaa è ndu è diom kechem keghuye.,Jesus went out of the house and sat by the lake.
257,Ngose wel kaame ε wen εybee bεme əb me lii se kenək è diom se ten nε ghel εjime teem se əbghune jio.,Such large crowds gathered around him that he got into a boat and sat in it while all the people stood on the shore.
258,Əb me se dinte əbnəə se ghene se εydio ε nganse suuye ge: Wel εylem əblee nè lò shik se make ngos.,Then he told them many things in parables saying: 'A farmer went out to sow his seed.'
259,Əb loo mak εylee chemke ε beelese əmndu nə gwiy è biηte è yiε.,As he was scattering the seed some fell along the path and the birds came and ate it up.
260,Εylee chemke əbkuk εtiy nε ntiε wiy fo se εydio è me fəyke kan εymok bek ka ntiε nè dion wiy fo.,Some fell on rocky places where it did not have much soil. It sprang up quickly because the soil was shallow.
261,Chuy nεy loo ban è nyok əbfua ten əb yoble bek ka εghaηe nè báà toke lii se ntiε.,But when the sun rose the plants were scorched and they withered because they had no root.
262,Εylee chemke ε məme kenjoonjoη ke me tooke è kuy è chite.,Other seed fell among thorns which grew up and choked the plants.
263,Εylee chemke nε lu ε ntiε εyjuη è fəy è kuy è loote koom.,Still other seed fell on good soil where it produced a crop—a hundred sixty or thirty times what was sown.
264,"Naa ndε wε əb kiin əbtuule se yio, əb yio.","Whoever has ears, let them hear."
265,Ghon-εyfεl nə Jesus kokte gwiy è bif se wen ge: Lu bek ghε wè nè suηnen se ghel ghine ε nganse?,The disciples came to him and asked 'Why do you speak to the people in parables?'
266,Əb fise ge: Feyine nεεymen ghεne keele əbnəə wε kum εysak ə wen wε əb luun ε kenlete.,He replied 'Because the knowledge of the secrets of the kingdom of heaven has been given to you but not to them.'
267,Naa ndε wε əb kiin lu nε Feyine nêy gise é ke dio nε naa ndε wε əb báà se ki lu nε Feyine náà fii kε εylaaye kε əb kiin.,Whoever has will be given more; whoever does not have even what they have will be taken from them.
268,Mε suηnen se ghεne ε nganse bek ge ghene kiye yεne wiy yiote əbnəə yio wiy gese keele wiy.,This is why I speak to them in parables: Though seeing they do not see; though hearing they do not hear or understand.
269,Bek ge tetem ə ghel ghine boolemen ghene chite əbtuule ə ghen è gese bvəte εshiε ə ghen,For this people’s heart has become calloused; they hardly hear with their ears and they have closed their eyes.
270,Ke lu kejuη se ghεn bek ge εshiε ə ghεne yεne nε əbtuule ə wene yio əbnəə.,But blessed are your eyes because they see and your ears because they hear.
271,Ghεn yiote yi kenəə kε kum ngane ngos εymaken.,Listen then to what the parable of the sower means:
272,Ngos yε εy nè chemken ε beelese lu ghel ghε é yion kenəə kε kum εysak ə Feyin è jia keele Satan me gwiy è fəyse kenəə ten,When anyone hears the message about the kingdom and does not understand it the evil one comes and snatches away what was sown.
273,Ngos yε εy nè chemken ε əbkuk εtiy lu ghel ghε é yion kenəə ə Feyin é me beeme kaη εymok nè chεkle.,The seed falling on rocky ground refers to someone who hears the word and at once receives it with joy.
274,Dî ke jia lii se ghene tetem. Ngεkse ghene əbbaanese loo gwiy se ghene bek kenəə ə Feyin nê ki ghene me fəy kaη εymok.,But since they have no root they last only a short time. When trouble or persecution comes they quickly fall away.
275,Ngos yε εy nè chemken ε məme kenjoonjoη lu ghel ghε é yion kenəə ə Feyin é vii εytem nε lu əbnəə wε ketuu ntiε fεne,The seed falling among the thorns refers to someone who hears the word but the worries of this life choke the word.
276,Ngos yε εy nè chemken ε ntiε εyjuη lu ghel ghε é yion kenəə ə Feyin é lεm se εytem è me yε nεεy əbnəə əbjuηe,But the seed falling on good soil refers to someone who hears the word and understands it and produces a crop.
277,Jesus gese maa ngan εylee se ghene ge: Εysak ə Feyine lu ka wel wε əb nè maken ngos ε wen εylem.,Jesus told them another parable: 'The kingdom of heaven is like a man who sowed good seed in his field.'
278,Nεy se lu nε ntəkε nε ghele buunemen wel əbbaanese nə wen gwiy è mak ngos əbgii se ten è lòò.,But while everyone was sleeping his enemy came and sowed weeds among the wheat and went away.
279,Ngos yi fəy è kuy è kεεte se koom əbgii vi me yεnsen sεy.,When the wheat sprouted and formed heads then the weeds also appeared.
280,Babεy wè lε nè báà mak ne lu ngos εyjuη ε wè εylem-a? Ke ghan lεεy ge əbgii yε kuy ε ten?,"'Sir, didn't you sow good seed in your field? Where then did the weeds come from?'"
281,Əb fise ge: Nεεy wel əbbaanese nə mε. Ghon-εyfεl ghii bif ge: Wè koηe ge ghes ndu è dəəne əbgii ten-a?,"'An enemy did this,' he replied. The servants asked him, 'Do you want us to go and pull them up?'"
282,Əb fise ge: Εηgaη! Tame ghεn loo dəəne è chok ngos ε məme ten.,"'No,' he answered, 'because while you are pulling the weeds you may uproot the wheat with them.'"
283,Ghεn vəse é əb yε kuy fo əbjim se chin se kechii kε é náà kaa əbfua.,Let both grow together until the harvest.
284,Ghεn chia è dəəne əbgii vi è kul ε giεse ε giεse è nyok è me dən εsaη è vii se mε əbηwak.,First collect the weeds and tie them in bundles to be burned; then gather the wheat and bring it into my barn.
285,Jesus gese maa ngan εylee ge: Εysak ə Feyine lu ka εyhiε ngose fekak yε wel nè liεn è mak ε wen εylem.,He told them another parable: 'The kingdom of heaven is like a mustard seed which a man took and planted in his field.'
286,Ngos nê yin lu nε εy layte è chia ngose əmkak naa sejim. Dî nε εy fəye εy kuy è yε ghake chia naa əmkak əmjim.,Though it is the smallest of all seeds when it grows it is the largest of garden plants and becomes a tree.
287,Jesus gese maa ngan εylee ge: Εysak ə Feyine lu ka εyshiε feshik yε əbvii nè liεn è too kεlse əmnkfεη setal so.,He told them another parable: 'The kingdom of heaven is like yeast that a woman took and mixed into about sixty pounds of flour.'
288,Jesus nè suuy əbnəə vin əbjim se ngose wel nε ε nganse. Əb nè báà suuy kenəə se ghene nε wiy ε nganse.,Jesus spoke all these things to the crowd in parables; he did not say anything to them without using a parable.
289,Mε nêy yε suηnen se ghene nε lu ε nganse; mε nêy fekte əbnəə wε əb nè luun ε kenlete,I will open my mouth in parables; I will utter things hidden since the creation of the world.
290,Jesus nεy lòò è vəse feliε wel fi è lii se ndaa. Ghon-εyfεl nə wene gwiy è suuy se wen ge: Fekte se ghεs kenəə kε əbgii,Then he left the crowd and went into the house. His disciples came to him and said 'Explain to us the parable of the weeds.'
291,Wel wε əb maken ngos lu Wanwel. Nε εyleme lu mbi yin.,The one who sowed the good seed is the Son of Man. The field is the world.
292,Ngos εyjuη lu ghel ghε Feyine saken nε əbgii lu ghel ghε é yion se Satan.,The good seed stands for the people of the kingdom. The weeds are the people of the evil one.
293,Wel wε əb nè maken əbgii lu Satan wε wel əbbaanese nə Feyine.,The enemy who sows them is the devil. The harvest is the end of the age.
294,Kεn ka é nè baaten əbgii è nyok lu ghεε-ghεε ka ke naa gan əbliy wε mbi yî mεy ε ten.,As the weeds are pulled up and burned in the fire so it will be at the end of the age.
295,Wanwel náà tum nchiyse-ndaa nə wen é se baate ghel ghε é nεεyen nε ghele nεεye mbeese,The Son of Man will send out his angels and they will weed out of his kingdom everything that causes sin.
296,è mak se kemboo əbvəs bene fε ghene náà toηnen gese kfəle εsoη,They will throw them into the blazing furnace where there will be weeping and gnashing of teeth.
297,é ghel ə Feyine me yε ban ka chuy ε məm εysak nə Ba ə ghen.,Then the righteous will shine like the sun in the kingdom of their Father.
298,Εysak ə Feyine lu ka ngan yε kum kefaa əbkaa kε ke nè luun ε əbkwak yεnsen wiy.,The kingdom of heaven is like treasure hidden in a field.
299,Wel nεy yεn è nεyte chite è se saηle naa se ηaη è ndu è feene εykεη ə wen naa εyjim è yun əbkwake,When a man found it he hid it again and then in his joy went and sold all he had and bought that field.
300,Εysak ə Feyine gese lu sεy ka ngan yε kum wel əbwεy əblee wε əb nè kεηe εytiy εjuηe se yun,Again the kingdom of heaven is like a merchant looking for fine pearls.
301,é nεy yεn εylee nε εy jofe naa se ηaη è ndu è feene εykεη ə wen εyjim è yun so.,When he found one of great value he went away and sold everything he had and bought it.
302,Εysak ə Feyine gese lu ka ngan yε kum felame səəse fε é nè maken ε jio εyghaken,Once again the kingdom of heaven is like a net that was let down into the lake and caught all kinds of fish.
303,Səəse lun se ten ghel εykoo səəse guf è fəyse se bεy è diom è tayte sejuηe è vii se nkaa è fəyse sebee è maay.,When it was full the fishermen pulled it up on the shore. They sat down and collected the good fish in baskets.
304,Lu ka ke náà yε lu əbliy wε mbi mεyen. Feyine náà tum nchiyse-ndaa nə wen é se gwiy è fəyse ghel εbee se məm nə ghel εjuηe,This is how it will be at the end of the age. The angels will come and separate the wicked from the righteous.
305,Jesus bif se ghon-εyfεl nə wene ge ghene sε lu nε é keele əbnəə vin-a? Ghene beeme.,Have you understood all these things? Jesus asked. Yes they replied.
306,Naa ndinte tesak εykε yε ey yiekemen se yε lu wel əblee ε məme εysak nə Feyine lu ka ba ə ndaa,Therefore every teacher of the law who has become a disciple in the kingdom of heaven is like the owner of a house.
307,Nεy se lu ka Jesus dinten əbnəə se ghele ε nganse ε mεyse ε leghε è me lòò se fo,When Jesus had finished these parables he moved on from there.
308,è ndu se ghene ntεk è se dinte əbnəə se ghele ε ghene ngay εyjem.,Coming to his hometown he began teaching the people in their synagogue.
309,Ghele yio è se lu nè əbchiò əbyúméné ghεynen ge: Əb liε ghàáy əbfee vin?,They were amazed. 'Where did this man get this wisdom and these miraculous powers?' they asked.
310,Vin lε báà se lu wán ə kamenda-a? No ə wen lε wiy Mεεle-a?,'Isn't this the carpenter’s son? Isn't his mother’s name Mary?'
311,Ghene ghεynen dì è me tunse wen.,And they took offense at him.
312,Jesus me suuy se ghene ge: É lòó é yε ngvəmle wele ntum nə Feyine əblik əbjim buu kεn ε ghene ntεk.,But Jesus said to them 'A prophet is not without honor except in his own town and in his own home.'
313,Helod wε əb nè saken Galilee yio əbnəə wε kum Jesus,At that time Herod the tetrarch heard the reports about Jesus.
314,Nè lu dî nε Helod nè làmεn é koo Joon è kul è vii se nchak bek Helodias,For Herod had arrested John and bound him and put him in prison because of Herodias.
315,Helod nè kεηe se yuye Joon dî è se fane ghel bek ge ghene nè liε wen ge wele ntum nə Feyine,Herod wanted to kill John but he was afraid of the people because they considered John a prophet.
316,wán ə Helodias əbkiy bin ε ghel εjime εyshiε. Helod se saηle naa se ηaη,On Herod’s birthday the daughter of Herodias danced for the guests and pleased Herod so much.
317,è me kak wán vi è laa kelek ge yi nêy fo naa ghε se wen kε əb bifen.,that he promised with an oath to give her whatever she asked.
318,No ə wen bεyse wen əb suuy ge: Fó ketuu Joon Nfoo Moo se mε fεn ε εyshεn,Prompted by her mother she said 'Give me here on a platter the head of John the Baptist.'
319,É me ndu ε ndaa nchak è ten ketuu Joon è gwiy so εyshεn è fo se wan əbvii vi,The king was distressed... he sent and had John beheaded in the prison. His head was brought in on a platter.
320,Jesus yio kenəə kε ke ganen è lii se kenək è lòò se fo è ndu əbkwak ka əb yε lu fo wen nyiη.,When Jesus heard what had happened he withdrew by boat privately to a solitary place.
321,Jesus gwiy è se fəye se kenək è yεn feliε wel ketuu lum wen əb me se chuke ghε é nè yafken.,When Jesus landed and saw a large crowd he had compassion on them and healed their sick.
322,Lam é ghele giabsen è lii è ndu ε ntεkse è yun əbfua-əbyíéne nə ghen.,Send the crowds away so they can go to the villages and buy themselves some food.
323,Jesus fise ge: Ke báà se lu ε shii ge ghene loo. Ghεn fo əbfua-əbyíéne se ghene se ghεne ngeη.,Jesus replied 'They do not need to go away. You give them something to eat.'
324,Ghene fise ge: Ghεs ki kεn ntukse keban fεn setan nè səə sebaa.,"'We have here only five loaves of bread and two fish,' they answered."
325,Əb fii ntukse keban shi setan nè səə shi sebaa è kiy εyyio è bεèlè Feyin è bεkte kebane ten,Taking the five loaves and the two fish and looking up to heaven he gave thanks and broke the loaves.
326,Wel əbjim yiε è kul. Ghon-εyfεlε biηte əbmvεkele wε əb nè bεεsen əb lun nkaase njio-sebaa εyvəm.,They all ate and were satisfied and the disciples picked up twelve basketfuls of broken pieces.
327,Jesus me suuy se ghon-εyfεl nə wen ge: Ghεn lii se kenək è diaη ε njine jio se mbiy.,Immediately Jesus made the disciples get into the boat and go on ahead of him to the other side.
328,Əb tinse ghel dì è lòò è kok ε kfən se jem wen nyiη. Kebeye nεy se lu əb bεεy fo wen nyiη.,After he had dismissed them he went up on a mountainside by himself to pray.
329,nε əbfiεfe gwiye jii mbiy shikse jio nε εy loole sheηse kenək.,the boat was already a considerable distance from land buffeted by the waves because the wind was against it.
330,Jesus se jεle gwiye ε ketuu moo se baksene ghon-εyfεl nə wen.,Shortly before dawn Jesus went out to them walking on the lake.
331,Ghone yεn ka əb jεlen gwiyen ε ketuu moo è me se fane toηe suuye ge: Lu nkfəsay.,"When the disciples saw him walking on the lake they were terrified. 'It’s a ghost,' they said."
332,Jesus suuy se ghene kεn se əbliy ge: Ghεn kul εyteme lu mε Jesus ghàà ghεn yε fan.,Jesus immediately said to them: 'Take courage! It is I. Don't be afraid.'
333,Bita me suuy ge: Báàba loo lu wè se əbluuy wè suuy é mε gwiy ε ketuu moo,"'Lord, if it’s you,' Peter replied, 'tell me to come to you on the water.'"
334,Bita me fəy se kenək è se jεle ε ketuu moo nduu se baksene Jesus.,"Then Peter got down out of the boat, walked on the water and came toward Jesus."
335,è yio jii yε əbfiεfe chian ε ten è loo fan è me se yime nduu ε məme jio toηe ge: Báàba boyse mε!,"But when he saw the wind he was afraid and beginning to sink cried out 'Lord, save me!'"
336,Jesus nase keghoo kεn se əbliy è ghal wen so è suuy ge: Wè lu lε nε wè báà fo εytem se mε,"Immediately Jesus reached out his hand and caught him. 'You of little faith,' he said 'why did you doubt?'"
337,Ghon-εyfεl ghε é nè luun ε kenək me se foo εykokse se Jesus suuye ge: Lu se əbluuy nε wè lu Wán ə Feyin!,Then those who were in the boat worshiped him saying 'Truly you are the Son of God.'
