source,target
"translate Oku to English: Dí lòó wel-eyghoŋ vi me suuy ɛ tetem ə wen ge: 'Bay na yom me yey geese ge ab kase fiile,' è ab me keete se ye fə̀lte ghel-eyghoŋ əmoke gese nè ghel-eyghoŋ-əbvii, è ab me se chame, ab nè nyok è ab me se yio-kfùk.","But suppose that servant says to himself, ’My master is taking a long time in coming,’ and he then begins to beat the other servants, both men and women, and to eat and drink and get drunk."
"translate English to Oku: Those who heard this asked, 'Who then can be saved?'","Ghel ghé eb nè yion di me bife ge: 'Lòó ab me lu geese di, ndɛ-a nǎǎ ye boyse-a?'"
"translate Oku to English: Se lu ka Jesus ghene ghel eyghoŋ na wen nè nduun ɛ eynchii di, Jesus me koo ɛ ntek əmoke. Wel-əbvii əblee nè é toŋte ge Mata me lake Jesus ɛ ndaa na wen.","As Jesus and his disciples were on their way, he came to a village where a woman named Martha opened her home to him."
translate English to Oku: Therefore be as shrewd as snakes and as innocent as doves.,Ke me se lu ge ghɛn yɛ feesen ka yiose dì gese loole ge wèè ka əbnlal dì.
translate English to Oku: lu ne me lu kekaakene mbi.,Ka me bo beeyen e mbi fen
translate English to Oku: But when the Jewish Festival of Tabernacles was near,ǝbliy we ghele Juuse sez yie kechii keghakene ke é tonten ge ké amtaa nè se baksene.
"translate English to Oku: The crowd was amazed and said ""Nothing like this has ever been seen in Israel.""",Ngose wel se lu nè əbchìô əbyúméné suuye ge: Ɛynkii kenəə ghan nè bɛɛy ghàà yi gan ɛ Islael.
"translate English to Oku: ""Then the master told his servant, ’Go out to the roads and country lanes and compel them to come in, so that my house will be full.","Bay me suuy se wel-eyghoŋ vi ge: 'Ndu ɛ teychie-te-mnduk gese nè ɛ eysak-eynyen, è wè fə̀lte ghel ge ghene gwiy ɛ ten ge ndaa na yom me jeme."
"translate English to Oku: The Pharisees said to him, ‘Look, why are they doing what is unlawful on the Sabbath?’",Ghele kenone Falisee clee me bif se wen ge: Yen-a! Lu bek ghe we ghon-eyfel nə wè nɛɛyen kenǝǝ kɛ ɛysake báà beeme ge é nɛɛy & kechii cybam?
"translate Oku to English: Dî ne me nêy tum ngiamten se ghen ne lu Keyioy Kelanene në ke lòò se Bay, ne lu wen we ab dinen ǝbluuy.","'When the Advocate comes, whom I will send to you from the Father—the Spirit of truth who goes out from the Father—he will testify about me."
"translate English to Oku: Everyone who heard this wondered about it, asking, ""What then is this child going to be?"" For the Lord’s hand was with him.","Wel abjim we əb nè yion sakghc vin se kanteɛ, bife ge wan vin se nàà ye lu eynkii wel əbkc-a? Ghele yen ge keghoo ə Feyine lu ɛ wene kenəə."
"translate Oku to English: Me suuye kine bek ghel ghe é luun fen, ka ghene fő eytem se wè, è beeme ge nè tum wè me.","but I said this for the benefit of the people standing here, that they may believe that you sent me.'"
translate English to Oku: ne ghey kenǝǝ ke ghene báà se beeme me.,Dî ne me suuy ǝbluuy
"translate Oku to English: Me le suuy əbnəə se ghen we luun wê ketuu ntie ne ghen beeme wiy, é ghen nêy beeme leey we luun wê eyyio?",I have spoken to you of earthly things and you do not believe; how then will you believe if I speak of heavenly things?
"translate English to Oku: As I have loved you, so you must love one another.","Ken ka me korjen ghen, lu ken ghee-ghee ka ghene ye kone ngen sen."
translate English to Oku: What shall I do now? My master is taking away my job. I'm not strong enough to dig,"'Wel-eyghoŋ vi me keete se ye kwaate ɛ tetem ə wen ge: ""Mɛ nǎǎ ye neey ndɛ-a geese nɛ Bay na yom nè fii mɛ ɛ eysak-eyghoŋ nè vin-a? Mɛ bǎǎ bɛey nè amkaa ge mɛ ye yale mok-a, è eysen nè kookse mɛ ge mɛ ye lə̀ò amkaa. Mɛ me keeleen əbnəə wɛ mɛ nǎǎ ye neey di, ge lòó mɛ me lòò ɛ eysak-eyghoŋ di, ghel ye yio mɛ ɛ te-ndaa na ghene."""""",'The manager said to himself"
translate English to Oku: Now Barabbas had taken part in an uprising.,Ko fǝyse ne lu Balabbas. Balabbas nè lu ǝbchon.
translate Oku to English: Bita me feliε Jesus se jio è se ghame wen ge: Feyine vəse ke yε lu Báàba! Kenəə vin jia náà yε nεεy se wè.,"Peter took him aside and began to rebuke him. 'Never, Lord!' he said. 'This shall never happen to you!'"
"translate English to Oku: This is my blood of the covenant, which is poured out for many for the forgiveness of sins.",lu əmnduŋ mə mom mε kum kelek [kefεε]; əm leŋ bek ghel se εydio ka Feyine ləyse mbeese ghen.
translate English to Oku: and will not be judged,É jia bo yî sak wen.
"translate Oku to English: Ghele Juus ghii suuy se wen ge: Wề chèmè beey ghàà chin nguk əmmtan, wè se suuye ge wè yenmen Ablaham leey?","To this they replied, ""You were steeped in sin at birth; how dare you lecture us!” And they threw him out."
"translate English to Oku: Jesus answered, ""Can you make the friends of the bridegroom fast while he is with them?",Jesus me fise se ghene ge: Ghen fese suuy se ghel ghé é nè yion chii na kensiyse ge ghene chame eyzəə ka kensiyse nè chiin nè ghene-a?
"translate English to Oku: If I had not done among them the works no one else did, they would not be guilty of sin.","Me nè bóy se jia se gwiy e ghene mam se neey əbnəə we wel nè brzy ghàà neey, fene ghene nè báà bon njio bek mbeese ghen."
"translate Oku to English: è yen Jesus è chia, è təm eləy ɛ wen eyshie, è se berŋte wen ketaan suuye ge: Fewane fom fekiye se kuo.","Seeing Jesus, he fell at his feet and pleaded earnestly with him, ""My little daughter is dying."""
"translate Oku to English: 3 Mɛ lòò, è suuy ge ghene ye kfǝǝy se jen, é jen mak ghene & jii bek ge ghene elee lòò ǝbtəm.","If I send them home hungry, they will collapse on the way, because some of them have come a long distance."""
"translate English to Oku: wè koŋen ge wè neey jii nè mɛ ghɛ-a? Mɛ chakte wè ge ghǎà wè ye neey kensiyse se mɛ.""""","Se lu ka ab yenen Jesus di, è me lii è jame eyshic na Jesus, è me ghan ge: Jesus Wán ə Feyin wɛ ab nganten"
"translate English to Oku: ""Others, like seed sown on rocky places, hear the word and at once receive it with joy.""",Νε ngos yɛ ɛy nè chemken e ǝbkuk etiy lu ghele ghii dii ghe é yion kenəə ə Feyin é fiisen nè eysarŋlee.
"translate English to Oku: “No one ever spoke the way this man does,” the guards replied.","Əb cheme loo è ndu e ǝbtum e ntɛke se Glees ghaa ghele Juuse chiin, è dinte əbnəə se ghene-a?"
"translate English to Oku: But Martha was distracted by all the preparations that had to be made. She came to him and asked, ""Lord, don’t you care that my sister has left me to do the work by myself? Tell her to help me!""","Dí Mata me se kwaate naa se eydio kum sêy sê eydio wɛ ab nè neeyennen di. əb me gwiy è suuy se Jesus ge: ""Bay, wè yen ge nchek na yome me lòòmen sêy abjim se yom-moke-a? Suuy se wen ge ab ye baanese nè mɛ."""
translate English to Oku: And the gospel must first be preached to all nations.,tiy se naa se fekte sakghe ǝbjuŋ vin əbtum əbjim ne mbi geese mey.
"translate English to Oku: By this everyone will know that you are my disciples, if you love one another.'","Ghen lòò è ye koje ngen a sen, é wel ǝbjim me ye ke ge ghen lu ghon-eyfel na me."
"translate Oku to English: Naa nde we ǝb diamten e eytiy fo lòó ǝb lem e jii eybee, ey fey & naa ndɛ ǝbghun, é ey jem wen jemen.",'Everyone who falls on that stone will be broken to pieces; anyone on whom it falls will be crushed.'
translate English to Oku: Enter through the narrow gate.,Ghɛn yɛ lii jii əbchio ndaa əblaytene.
"translate English to Oku: 'Where, Lord?' they asked.","Ghene me bife wen ge: 'Bay, əbnəə nè vin nǎǎ ye lòò ɛ ndɛ-a?'"
translate English to Oku: ηε é yie kechii ke é nè kuumen ka é nè kasen dise ndaa-eykokse e Jolesalem.,Nè lu əbliye kenton
"translate Oku to English: Teyioy əbe di me lòò ɛ wel vi ə eytem, è ndu ɛ eysak-shie di ə eytem. Eysak-shie di me lii è yayte se eybvase ɛ eysak eybvase fo, è ndu è gwel ɛ eymnduk, gwel-mnduk me koo ghene.","When the demons came out of the man, they went into the pigs, and the herd rushed down the steep bank into the lake and was drowned."
"translate English to Oku: I am one who testifies for myself; my other witness is the Father, who sent me.”",Əb suuy dì è me gese ngvǝkte è se nyake kenǝǝ e ntie.
translate Oku to English: Ghεn nè ndu ε əbkwak əbyume se yεne ghε?,What did you go out into the wilderness to see?
"translate English to Oku: He was teaching in their synagogues, and everyone praised him.","əb nè fekten ghel ɛ ndaa-eyjame na ghen, ghel ejim me se kokse wen."
translate English to Oku: 'It will be just like this on the day the Son of Man is revealed.','Lu geese nɛ ab nǎǎ ye lu ɛ chuy wɛ Wán-wel-eyfɛl nǎǎ ye lòò ɛ eynnyii di.'
translate English to Oku: “Very truly I tell you,Ghene fise ge: Ba ǝ wes lu Ablaham.
translate English to Oku: Shortly before dawn Jesus went out to them walking on the lake.,Jesus se jεle gwiye ε ketuu moo se baksene ghon-εyfεl nə wen.
translate English to Oku: Eliud the father of Eleazar and Eleazar the father of Matthan and Matthan the father of Jacob.,Eliud nè lu ba Eleaza wɛ ba ə Mattan wɛ nè luun ba ə Jakob.
"translate English to Oku: At that time Jesus, full of joy through the Holy Spirit, said, ""I praise you, Father, Lord of heaven and earth, because you have hidden these things from the wise and learned, and revealed them to little children. Yes, Father, for this is what you were pleased to do.","Nè lu ɛ əbliy fo nɛ Jesus nè laken naa se eydio ɛ Keyioy-əbjuŋ ə eytem, è me suuy ge: ""Báǎba Bay we eyshaa gese nè ntie, mɛ kokse wè bek ka wè bosen əbnəə nè vin ɛ eghoo na ghel-eykeele-əbnəə gese nè ghel-eytof, è wè fo eysak se ghel-eytof-ka-wán-nchek. Eya Báǎba, bek ka ab me lu ken kɛ wè koŋen."
translate Oku to English: Ghele mbiy se ghé ntanlee ghene ghel εjim ghε é nè luun ε εydiom fo me se kεηe kenəə kε toy ε Jesus əbghun ka é yuy wen; è chèmè jia yεn ghεy.,"The chief priests and the whole Sanhedrin were looking for false evidence against Jesus so that they could put him to death. But they did not find any,"
translate Oku to English: Ketuu toŋ wen εyteme wene me kεεte se chiηe naa se ŋaη.,"Then he said to them, 'My soul is overwhelmed with sorrow to the point of death. Stay here and keep watch with me.'"
"translate Oku to English: Se lu ka Jesus nè yioyen sêy di, è me suuy se wen ge: 'əbnəə moke lu gese wɛ wè băǎ se neey mok-a: Ndu è wè fò amkaa na vie abjim è wè fii amkaa-əbkaŋ di se ghel-eykfəə.'","When Jesus heard this, he said to him, 'You still lack one thing. Sell everything you have and give to the poor,'"
"translate Oku to English: Wel we ǝb nɛɛyen mbee bane eyban, nè lòó ǝb jia fǝy è gwiy e eyban bek ge ǝb báà se koje ge ghele ye yene əbnəə əbbee we ab nɛɛyen.","Everyone who does evil hates the light, and will not come into the light for fear that their deeds will be exposed."
"translate English to Oku: Jesus turned and said to them, 'Daughters of Jerusalem, do not weep for me; weep for yourselves and for your children.","Jesus benle è suuy se ghene ge: Əbkiy ghe Jolesaleme, ghàà ghen yɛ diy me, ghen yɛ diy ngen a sen gese diye ghon a ghen."
translate English to Oku: It was just before the Passover Festival. Jesus knew that the hour had come for him to leave this world and go to the Father.,"Ney se luz kechii ke ke nè foon se kechii ke é nè yien Kechii Eyboyse, ne Jesus keelemen ge ǝbliy we yi vase mbi yin è kase fiile se ba a vi kwenmen."
"translate English to Oku: When you enter a house, first say, ’Peace to this house.’","Lòó ghen me ndu ɛ ndaa əmoke, ghen geese suuy ge: 'Eyzəəte nǎǎ ye lu ɛ ndaa nè vin.'"
translate Oku to English: Əb nêy gwiy è suuy kenəə ke kum me.,"And you also must testify,"
"translate English to Oku: You did not choose me, but I chose you and appointed you so that you might go and bear fruit—fruit that will last—","Nè báà chok ghen me, nè chok me ghen è tum ge ghen ndu è ye koom əmtam naa se eydio ne lu əmtam me ǝm jia yî mey."
"translate English to Oku: said to the man, ""Stretch out your hand.""",Əb me suuy se wel vi ge: Nate keghoo ə kiɛ.
"translate Oku to English: Jesus ghene ghon-eyfel nə wene me lòò è ndu ɛ kechem keghuye ke Galilee, felie ghele Galilee gese nè ghé Judea lòò ɛ wen ɛybam.","Jesus withdrew with his disciples to the lake, and a large crowd from Galilee followed."
"translate Oku to English: É gvəəme Jesus 42-43 Əbtəke ney loo jie, Josef wê Alimatea gwiy. Əb nè lu wel ǝblee & mǝm nə cheese, ne ghele ngvəmle wen, ne ǝb gese chiyte cysak a Feyin.","It was Preparation Day (that is, the day before the Sabbath). So as evening approached, Joseph of Arimathea, a prominent member of the Council, who was himself waiting for the kingdom of God, went boldly to Pilate and asked for Jesus’ body."
"translate Oku to English: Jesus jarnte ghon-eyfel nə wen, è suuy se ghene ge: Me suuye ǝbluuy se ghen ge: Wiy-nkfə we wele ketan vin lu ne ǝb fó eyfô è chia wel ǝbjim we ǝb viin eyfô ə wen e kekaŋ nə Feyine fen lan.","Calling his disciples to him, Jesus said, ""Truly I tell you, this poor widow has put more into the treasury than all the others."
"translate English to Oku: While Jesus was teaching in the temple courts, he asked, ""Why do the teachers of the law say that the Messiah is the son of David?",Jesus ney loo dinte əbnəə se ghele e ndaa-eykokse è bif ge: Ke ghan leey ne ndintese tesake ye suuy ge Vi we Feyine nè Yiosen lu wan a David?
translate Oku to English: Ghεn yε ke ge εyteme koηe se yε nεεy εyfεl εyjuηe dî nε əbghune kwene.,"The spirit is willing, but the flesh is weak.'"
"translate Oku to English: 'Wel ejim wɛ ab nè neeyennen əbnəə wɛ ab lu nchichi di kelaanen, ab nǎǎ ye neey geese əbnəə wɛ ab nganten di kelaanen. Dí wel wɛ ab nè neeyennen əbe ɛ ketuu əbnəə wɛ ab lu nchichi di, ab nǎǎ ye neey geese əbe ɛ ketuu əbnəə wɛ ab nganten di. Lòó ghen bǎǎ se neey kelaanen ɛ ketuu amkaa-əbe-eyfɛl mok-a, ndɛ-a nǎǎ ye fii amkaa-əbjuŋ-əbchuu ɛ ketuu na ghen-a?'","'Whoever can be trusted with very little can also be trusted with much, and whoever is dishonest with very little will also be dishonest with much. So if you have not been trustworthy in handling worldly wealth, who will trust you with true riches?'"
translate Oku to English: è se suuye ge: Ke lu se ǝbluuy nɛ Báàba loolemen se zykuo. Simon kè lô yen wen.,"He said to them, 'Why are you troubled, and why do doubts rise in your minds?"
"translate English to Oku: The next day the crowd that had stayed on the opposite shore of the lake realized that only one boat had been there, and that Jesus had not entered it with his disciples, but that they had gone away alone.","Əbtake nɛy yio felie wel fe fe nè goken e njine jio yen ge lu ken kenək fo kemok, è me keele ge Jesus nè báà lii se kenǝk ghene ghon-eyfel nə wene, dii ge ghene ne lòò è vase wen e eybam."
